BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),SiteEnergyUse(kBtu),TotalGHGEmissions,number_of_activities,ratio_parking,ratio_building,ratio_dominant_use,building_age,supericie_by_building,superficie_by_activity
NonResidential,Distribution Center,1,DELRIDGE,47.53926,-122.34143,1.0,1,10.851276951469654,0,51600,13.932887400024097,3.095577608523707,2,0.0,1.0,0.6666666666666666,40,51600.0,25800.0
NonResidential,Warehouse,1,DELRIDGE,47.53689,-122.33847,1.0,1,11.853105106379763,0,140520,14.61549755947024,4.055776969072842,1,0.0,1.0,1.0,48,140520.0,140520.0
NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.63116,-122.34193,1.0,5,11.944896175355657,62380,91649,15.349448006100403,4.075501474420621,2,0.4049886709645586,0.5950113290354414,0.5949853598997591,30,18329.8,77014.5
NonResidential,Other,5,NORTHWEST,47.70887,-122.33494,1.0,3,11.99404829612856,91935,69854,15.756209509427963,3.8975183192252643,2,0.5682401152117882,0.4317598847882118,0.5682401152117882,11,23284.666666666668,80894.5
NonResidential,Medical Office,5,NORTHWEST,47.7126,-122.33782,1.0,3,11.065215475518313,0,63909,15.37696621478292,3.503152104185149,2,0.0,1.0,0.9493185623308141,11,21303.0,31954.5
NonResidential,Warehouse,5,NORTHWEST,47.69814,-122.34295,1.0,2,10.88691343139512,0,53472,13.78624200734565,3.5263605246161616,2,0.0,1.0,0.8760846798324357,68,26736.0,26736.0
NonResidential,Warehouse,1,GREATER DUWAMISH,47.52696,-122.32913,1.0,1,10.82808369877337,0,50417,14.429290344441789,4.071928522937768,1,0.0,1.0,1.0,36,50417.0,50417.0
NonResidential,Restaurant,7,DOWNTOWN,47.60613,-122.34115,1.0,1,10.685743908167849,0,43728,16.25855604501148,6.415407876461919,1,0.0,1.0,1.0,116,43728.0,43728.0
NonResidential,Medical Office,5,NORTHWEST,47.70449,-122.33272,1.0,3,11.800342502303305,0,133298,16.565405846049117,5.688601152660537,1,0.0,1.0,1.0,55,44432.666666666664,133298.0
NonResidential,Retail Store,5,NORTH,47.70759,-122.3255,1.0,2,12.035397010964479,0,168619,15.680493924142898,4.511957804265912,1,0.0,1.0,1.0266102870969465,51,84309.5,168619.0
NonResidential,Mixed Use Property,4,LAKE UNION,47.63451,-122.32505,0.0,5,12.436497622802575,113318,138509,17.667835107551838,7.053110246841508,3,0.449983520432678,0.550016479567322,0.449983520432678,14,27701.8,83942.33333333333
NonResidential,Large Office,7,LAKE UNION,47.6244,-122.33157,1.0,4,12.077585651364625,71385,104500,15.685214766437552,3.811539466849824,2,0.4058617846888592,0.5941382153111407,0.5911248827358786,16,26125.0,87942.5
NonResidential,Warehouse,2,GREATER DUWAMISH,47.56089,-122.33474,1.0,2,11.559675454159176,0,104786,13.84349226773443,3.17220341666977,1,0.0,1.0,1.0,47,52393.0,104786.0
NonResidential,Other,2,GREATER DUWAMISH,47.55787,-122.335,1.0,1,10.878801624859744,41600,11440,14.386505641152482,3.910021002757473,1,0.7843137254901961,0.21568627450980393,0.9695889894419306,16,11440.0,53040.0
NonResidential,Other,2,GREATER DUWAMISH,47.55741,-122.33163,0.0,1,11.614479746099091,0,110689,14.665582103841217,4.680555912893981,1,0.0,1.0,1.0,43,110689.0,110689.0
NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.5563,-122.33186,1.0,1,10.88967741178995,0,53620,14.537709251922358,3.096482176654134,1,0.0,1.0,1.0,68,53620.0,53620.0
NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.55623,-122.33316,1.0,1,10.819938271611647,0,50008,14.979352691250801,4.178992036282385,1,0.0,1.0,1.0,78,50008.0,50008.0
NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.6252,-122.36737,1.0,4,12.581683174325734,100176,191000,15.711231840121398,3.9068094383752587,2,0.34403934390196994,0.65596065609803,0.6685784542682089,7,47750.0,145588.0
NonResidential,Warehouse,2,GREATER DUWAMISH,47.56549,-122.33221,1.0,1,10.836281356509298,0,50832,14.752004719155687,4.674323044676408,2,0.0,1.0,0.8640226628895185,59,50832.0,25416.0
NonResidential,Refrigerated Warehouse,2,GREATER DUWAMISH,47.56158,-122.32754,1.0,1,11.243135699582247,0,76354,14.860382173891185,3.0101281538377234,1,0.0,1.0,1.0017287895853524,45,76354.0,76354.0
NonResidential,Warehouse,2,GREATER DUWAMISH,47.56558,-122.32889,1.0,1,11.497608760858336,0,98480,14.856340296883664,3.676300671907076,1,0.0,1.0,1.0,60,98480.0,98480.0
NonResidential,Mixed Use Property,4,LAKE UNION,47.63465,-122.32592,1.0,3,12.077773256360016,51218,124700,16.930365769104995,6.462576936452002,3,0.29114701167589446,0.7088529883241056,0.3793642492524926,8,41566.666666666664,58639.333333333336
NonResidential,Other,3,LAKE UNION,47.63108,-122.32746,1.0,3,12.04228820973463,63782,106003,16.76809605344828,6.006402419472189,2,0.37566333892864506,0.624336661071355,0.624336661071355,96,35334.333333333336,84892.5
NonResidential,Large Office,7,LAKE UNION,47.63,-122.3396,1.0,11,11.733834521659745,0,124721,16.447268526228218,5.902059398240283,4,0.0,1.0,0.8626774961714547,45,11338.272727272728,31180.25
NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.63376,-122.33968,1.0,7,11.451071337621542,0,94002,15.549329071952593,3.675540889674756,2,0.0,1.0,0.9989681070615519,46,13428.857142857143,47001.0
NonResidential,Warehouse,2,GREATER DUWAMISH,47.55515,-122.3275,1.0,1,11.440569802778088,0,93020,14.040511483290937,2.166765369851511,1,0.0,1.0,1.0,42,93020.0,93020.0
NonResidential,Other,7,DOWNTOWN,47.6153,-122.35014,1.0,1,10.043249494911286,0,23000,13.474594185785259,3.2480462021679806,2,0.0,1.0,0.8830434782608696,70,23000.0,11500.0
NonResidential,Supermarket / Grocery Store,2,SOUTHEAST,47.52095,-122.26825,1.0,1,11.019497618380658,0,61053,16.390655836835066,5.725217755376266,2,0.0,1.0,0.8915859990500057,14,61053.0,30526.5
NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59895,-122.33379,1.0,5,11.276189960136552,0,78920,14.856025668761925,2.982140320034524,1,0.0,1.0,0.9954891028890015,112,15784.0,78920.0
NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59855,-122.33327,1.0,7,11.507309726184593,0,99440,15.703614898791157,4.902975841610724,2,0.0,1.0,0.6545454545454545,110,14205.714285714286,49720.0
NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59856,-122.33379,1.0,6,11.201770036332805,0,73260,14.86394804930074,2.9902170928658807,1,0.0,1.0,0.8718400218400219,109,12210.0,73260.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.59979,-122.3338,1.0,4,11.15363281210484,0,69817,14.593951787583338,4.341204640153626,2,0.0,1.0,0.49625449389117265,116,17454.25,34908.5
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60035,-122.33379,1.0,4,11.347461025242696,0,84750,14.554932658784786,3.2596338173403683,2,0.0,1.0,0.49096165191740415,116,21187.5,42375.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60146,-122.33248,1.0,6,11.231834953701169,13320,62176,15.088121460852689,3.2144661163795005,3,0.17643318851329873,0.8235668114867013,0.6066414114655081,116,10362.666666666666,25165.333333333332
NonResidential,Large Office,7,DOWNTOWN,47.59962,-122.33247,1.0,4,12.009936099702491,0,164380,15.850967688075055,4.869916227156815,2,0.0,1.0,0.7519588757756418,116,41095.0,82190.0
NonResidential,Large Office,2,DOWNTOWN,47.59858,-122.33198,1.0,7,11.986547539738675,0,160580,15.28250606378661,4.601061757943548,1,0.0,1.0,1.0,109,22940.0,160580.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60159,-122.32915,1.0,6,11.204632438614324,0,73470,14.982488098985423,3.1086144306106633,3,0.0,1.0,0.6416904859126173,107,12245.0,24490.0
Nonresidential COS,Other,2,DOWNTOWN,47.59871,-122.3299,1.0,3,11.123653536756814,0,67755,14.459719563401707,2.5862591440482876,4,0.0,1.0,0.49659803704523653,110,22585.0,16938.75
NonResidential,Mixed Use Property,2,GREATER DUWAMISH,47.59334,-122.32905,1.0,3,10.945529489715843,0,56700,14.679064849353143,3.452524008827496,3,0.0,1.0,0.46296296296296297,106,18900.0,18900.0
NonResidential,Warehouse,2,GREATER DUWAMISH,47.59366,-122.32666,1.0,1,11.324811162575413,0,82852,14.582653043616961,4.182965753875629,2,0.0,1.0,0.7057403562979772,94,82852.0,41426.0
NonResidential,Other,2,GREATER DUWAMISH,47.57941,-122.33131,1.0,2,11.244287562323809,0,76442,15.196359368953189,4.887337077751762,3,0.0,1.0,0.6606315899636326,63,38221.0,25480.666666666668
NonResidential,Distribution Center,2,GREATER DUWAMISH,47.57658,-122.33054,1.0,2,11.438115708161712,0,92792,14.964656252377676,4.306494572061445,2,0.0,1.0,0.9197236830761273,54,46396.0,46396.0
NonResidential,Other,2,GREATER DUWAMISH,47.58444,-122.33282,2.0,2,11.740212420517308,0,125519,14.623911801244827,2.750470916986162,1,0.0,1.0,1.1384810267768226,75,62759.5,125519.0
NonResidential,Large Office,2,GREATER DUWAMISH,47.58361,-122.33369,1.0,4,11.76756768334381,25800,103200,15.2913361602144,3.417726683613366,1,0.2,0.8,0.812937984496124,116,25800.0,129000.0
NonResidential,Warehouse,2,GREATER DUWAMISH,47.58781,-122.33264,1.0,1,11.274845925040037,0,78814,13.666979081633317,2.8021475244813256,1,0.0,1.0,1.0,62,78814.0,78814.0
NonResidential,Distribution Center,2,GREATER DUWAMISH,47.59403,-122.33367,1.0,6,11.233211562167625,10800,64800,14.804559344120012,2.930660276810276,3,0.14285714285714285,0.8571428571428571,0.6751322751322751,106,10800.0,25200.0
NonResidential,Distribution Center,2,GREATER DUWAMISH,47.59363,-122.33371,1.0,4,10.937916812427325,0,56270,13.870739117777712,1.9974177062012453,4,0.0,1.0,0.7087968722232095,109,14067.5,14067.5
NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59701,-122.33378,1.0,4,11.110086904463945,0,66842,15.539811781136608,4.929786706232935,2,0.0,1.0,0.6451332994225187,112,16710.5,33421.0
NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59639,-122.33368,1.0,6,11.229076038538624,10800,64488,14.877322269253277,3.004692014925463,2,0.14344915524386356,0.8565508447561364,0.870098820529168,107,10748.0,37644.0
NonResidential,Large Office,2,DOWNTOWN,47.59806,-122.33475,1.0,7,12.12443950712524,0,184322,16.089993457347152,4.2162671661789055,2,0.0,1.0,0.9977973329282451,112,26331.714285714286,92161.0
NonResidential,Large Office,2,DOWNTOWN,47.59767,-122.33467,1.0,7,12.570205212144486,0,287853,17.05681723958036,5.204775622139673,2,0.0,1.0,0.9512216304850045,7,41121.857142857145,143926.5
NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.59202,-122.33486,1.0,2,11.074606531990986,0,64512,15.601948141044351,5.197170184543078,1,0.0,1.0,0.9765625,102,32256.0,64512.0
NonResidential,Mixed Use Property,2,GREATER DUWAMISH,47.58924,-122.33566,1.0,6,12.56374708980199,111774,174226,17.97181519498643,6.09946657090926,5,0.39081818181818184,0.6091818181818182,0.39081818181818184,7,29037.666666666668,57200.0
NonResidential,Warehouse,2,GREATER DUWAMISH,47.58365,-122.33467,1.0,7,11.877915740512675,0,144050,15.183989920145349,4.58934563564112,1,0.0,1.0,1.0,90,20578.571428571428,144050.0
NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.58252,-122.33465,1.0,3,11.011918150141575,0,60592,15.434789191284194,3.855452653939752,1,0.0,1.0,0.9965672035912332,86,20197.333333333332,60592.0
NonResidential,Large Office,2,GREATER DUWAMISH,47.58181,-122.33534,0.0,6,14.138288743319286,0,1380959,18.121338636736265,6.697898071993661,3,0.0,1.0,0.7246630783390383,104,230159.83333333334,460319.6666666667
NonResidential,Retail Store,2,GREATER DUWAMISH,47.57842,-122.33558,1.0,1,11.589238147819392,0,107930,15.792570822201167,4.609361390606559,1,0.0,1.0,0.9979060502177337,23,107930.0,107930.0
NonResidential,Warehouse,2,GREATER DUWAMISH,47.57096,-122.3355,1.0,1,11.503723254205429,0,99084,14.296769591208392,3.8969093676180977,1,0.0,1.0,1.0,90,99084.0,99084.0
NonResidential,Distribution Center,1,Delridge,47.56676,-122.35247,1.0,1,11.194357977381673,0,72719,14.763974826021622,3.755135249891002,1,0.0,1.0,1.0,63,72719.0,72719.0
NonResidential,Small- and Mid-Sized Office,3,EAST,47.59534849,-122.327269,0.0,4,11.246665622582391,0,76624,14.835673798963445,3.508855256368665,1,0.0,1.0,1.0,86,19156.0,76624.0
NonResidential,Small- and Mid-Sized Office,4,NORTHEAST,47.66158,-122.31625,1.0,6,11.426343086856512,36583,55123,15.963844916125726,4.09016919081162,3,0.39891610145464856,0.6010838985453515,0.580997971779382,15,9187.166666666666,30568.666666666668
NonResidential,Medical Office,7,LAKE UNION,47.62395,-122.33392,1.0,5,11.768288353830998,39902,89191,16.772955746398665,6.169296875712189,3,0.3090949935317949,0.6909050064682051,0.690440225263957,8,17838.2,43031.0
NonResidential,Large Office,1,DELRIDGE,47.56787,-122.36419,1.0,5,11.835776785231296,16221,121885,15.94157736258122,4.067829456566345,2,0.11745326053900627,0.8825467394609937,0.8622579757577513,25,24377.0,69053.0
NonResidential,Retail Store,2,GREATER DUWAMISH,47.56664,-122.32346,1.0,1,10.94326944214039,0,56572,14.694900347934038,4.209011637200227,1,0.0,1.0,1.0000707063565015,43,56572.0,56572.0
NonResidential,Medical Office,3,EAST,47.60979,-122.32298,1.0,0,12.328210629064811,0,225982,16.838888251011916,6.539759350988447,1,0.0,1.0,0.8858404651697923,12,225982.0,225982.0
NonResidential,Large Office,2,DOWNTOWN,47.59794,-122.32767,1.0,11,12.652398147421332,0,312512,17.06382952790055,5.222461714244501,3,0.0,1.0,0.9705611304525906,16,28410.18181818182,104170.66666666667
NonResidential,Large Office,7,DOWNTOWN,47.6074,-122.33777,1.0,42,14.2810756012453,0,1592914,17.849731160517727,6.175992002451099,5,0.0,1.0,0.5743134908727024,11,37926.52380952381,318582.8
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61077,-122.3361,1.0,6,11.489861525371676,0,97720,14.722972530788399,2.8495497633759097,3,0.0,1.0,0.5309148587801883,90,16286.666666666666,32573.333333333332
NonResidential,Medical Office,3,EAST,47.61002,-122.32222,1.0,10,12.953951826345872,206580,215923,16.663601503152545,5.247550249494384,1,0.48894327377557084,0.5110567262244292,0.4672345521806946,31,21592.3,422503.0
NonResidential,Medical Office,3,CENTRAL,47.60649,-122.31121,1.0,7,11.456355113481834,0,94500,15.572148075959541,3.6983346128846915,1,0.0,1.0,1.2035873015873015,29,13500.0,94500.0
NonResidential,Retail Store,1,DELRIDGE,47.53655,-122.36377,0.0,1,11.458606545359917,0,94713,15.505163101753727,4.5511362974956056,1,0.0,1.0,1.1588483101580564,11,94713.0,94713.0
NonResidential,Medical Office,7,EAST,47.60707,-122.3288,1.0,9,12.62116459983275,101342,201560,16.50682936669638,4.86999296429379,2,0.33457025704683363,0.6654297429531664,0.6647859703798589,8,22395.555555555555,151451.0
NonResidential,Medical Office,3,EAST,47.60883,-122.32494,1.0,19,12.675798111091979,156407,163504,16.528040045401255,5.878827622479379,2,0.48890785249647556,0.5110921475035244,0.5336703020527584,43,8605.473684210527,159955.5
NonResidential,Large Office,7,DOWNTOWN,47.60353,-122.33558,1.0,6,12.233303497478428,0,205521,15.912130760388388,5.643536947640918,2,0.0,1.0,0.5591594046350494,116,34253.5,102760.5
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60197,-122.33437,1.0,6,10.945529489715843,0,56700,14.935869498121132,3.0619880693310564,2,0.0,1.0,0.8112874779541446,116,9450.0,28350.0
NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.59554,-122.32471,1.0,4,11.184421397998193,0,72000,14.81950726720402,3.1561489949598958,1,0.0,1.0,1.0,91,18000.0,72000.0
NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.63347,-122.34078,1.0,4,12.160792812931241,94892,96254,15.445046054190609,3.571221410645704,2,0.49643727831082,0.50356272168918,0.53885511598464,16,24063.5,95573.0
NonResidential,Other,1,DELRIDGE,47.56797,-122.36711,1.0,3,11.138421088562476,11527,57236,16.016006334644654,5.737185012956527,3,0.1676337565260387,0.8323662434739613,0.7271352326105609,15,19078.666666666668,22921.0
NonResidential,Other,2,SOUTHEAST,47.56961,-122.28881,3.0,1,11.534031164467565,0,102133,16.846899315731974,6.2740461341708045,2,0.0,1.0,1.0518343728275876,22,102133.0,51066.5
NonResidential,Large Office,7,DOWNTOWN,47.61567,-122.33503,1.0,14,12.799526554558172,0,362046,16.570799307404005,4.761746493030188,3,0.0,1.0,0.64202615137303,8,25860.428571428572,120682.0
NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.62476,-122.35521,3.0,2,11.306344001954997,0,81336,16.386999791434302,5.599051390494432,1,0.0,1.0,1.0006024392642865,22,40668.0,81336.0
NonResidential,Large Office,7,DOWNTOWN,47.6115,-122.33278,1.0,23,13.197346537897557,0,538933,16.589388573707875,4.715727176552735,2,0.0,1.0,0.6801476250294564,15,23431.869565217392,269466.5
NonResidential,Other,7,DOWNTOWN,47.61234,-122.34897,1.0,6,12.528090925181235,197130,78852,15.4706010508292,3.5970382504483562,2,0.7142857142857143,0.2857142857142857,0.7139596060612649,33,13142.0,137991.0
NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.62497,-122.35965,1.0,5,11.499515958060295,0,98668,15.295146799421035,3.421326752957321,1,0.0,1.0,1.0,34,19733.6,98668.0
NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.65692,-122.37059,1.0,1,11.562667556865042,0,105100,16.91009509436953,5.880141848463716,1,0.0,1.0,1.0,38,105100.0,105100.0
NonResidential,Retail Store,7,MAGNOLIA / QUEEN ANNE,47.63284,-122.37712,1.0,1,10.832891923555666,0,50660,14.794395922849109,4.1059436980654525,1,0.0,1.0,1.0,38,50660.0,50660.0
NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.63156,-122.37551,1.0,2,11.0337438465387,0,61929,14.605342654763426,4.020518601581445,1,0.0,1.0,0.6439471007121058,79,30964.5,61929.0
NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62302,-122.36476,1.0,4,12.014373253975885,55000,110111,17.053329268107355,5.179646436830358,3,0.33310924166167005,0.66689075833833,0.6339189999454912,16,27527.75,55037.0
NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62235,-122.36378,1.0,4,11.771829904987866,42500,87051,17.116415669796208,5.242698942785024,3,0.3280561323339843,0.6719438676660157,0.6350626394238562,16,21762.75,43183.666666666664
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61588,-122.34965,1.0,3,9.931345880664525,0,20565,13.595253461827282,1.7209792871670078,1,0.0,1.0,1.0,91,6855.0,20565.0
NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62175,-122.36313,1.0,5,11.982535266676077,55971,103966,15.877039179476196,4.0033251638349325,2,0.3499565453897472,0.6500434546102528,0.6655683175250254,16,20793.2,79968.5
NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62101,-122.36188,1.0,5,12.122495365274826,46763,137201,16.513927777186137,4.640247712600788,3,0.2541964732230219,0.7458035267769781,0.7254191037376878,8,27440.2,61321.333333333336
NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.61891,-122.35958,1.0,5,12.24630246474924,78848,129362,15.522856817495562,4.759949239775645,2,0.3786945871956198,0.6213054128043802,0.5282070986023726,30,25872.4,104105.0
NonResidential,Large Office,7,DOWNTOWN,47.61813,-122.35833,1.0,7,12.533525760445508,80283,197203,16.359460815718823,4.4857107459507635,3,0.28932270456887915,0.7106772954311209,0.6437261699689354,30,28171.85714285714,92495.33333333333
NonResidential,Large Office,7,DOWNTOWN,47.614,-122.35375,1.0,3,12.139558841471834,0,187130,16.123430296400922,4.249780130512233,6,0.0,1.0,0.9179874953241063,23,62376.666666666664,31188.333333333332
NonResidential,Large Office,7,DOWNTOWN,47.61287,-122.35022,1.0,5,12.433383501555662,117867,133177,16.65964196481946,4.785907154651808,2,0.46950733735918804,0.530492662640812,0.502772422364207,16,26635.4,125522.0
NonResidential,Warehouse,7,DOWNTOWN,47.60703,-122.34038,1.0,5,11.946848445894878,0,154330,14.048394715170613,2.174751721484161,1,0.0,1.0,0.6177023261841509,104,30866.0,154330.0
NonResidential,Large Office,7,DOWNTOWN,47.60604,-122.33948,1.0,6,11.59215245542153,14690,93555,15.322955721885736,3.9154172384961616,6,0.1357106563813571,0.8642893436186428,0.5917594346159176,98,15592.5,18040.833333333332
NonResidential,Large Office,7,DOWNTOWN,47.6047,-122.33739,1.0,6,12.030885577636818,0,167860,15.73208708085258,3.858411235979497,3,0.0,1.0,0.6575122125580841,111,27976.666666666668,55953.333333333336
NonResidential,Large Office,7,DOWNTOWN,47.60247,-122.33621,1.0,6,11.63124169178827,0,112560,15.414251157623665,4.583129055111211,2,0.0,1.0,0.7142857142857143,106,18760.0,56280.0
NonResidential,Retail Store,7,DOWNTOWN,47.60223,-122.33602,1.0,6,11.364471859287463,0,86204,14.991675379469468,4.234396317669857,1,0.0,1.0,0.7849983759454318,106,14367.333333333334,86204.0
Nonresidential COS,Warehouse,2,GREATER DUWAMISH,47.5829,-122.32417,1.0,2,11.885578083331842,0,145158,15.941898064322555,4.7829815873041595,3,0.0,1.0,0.7001543146089089,31,72579.0,48386.0
NonResidential,Large Office,2,GREATER DUWAMISH,47.58716,-122.32214,1.0,2,11.634222319926408,0,112896,16.146487364649904,5.0592984660755365,2,0.0,1.0,0.9809559240362812,65,56448.0,56448.0
NonResidential,Distribution Center,2,GREATER DUWAMISH,47.58685,-122.32501,1.0,1,11.613792901850168,0,110613,13.830458467222105,1.9572739077056285,2,0.0,1.0,0.899993671629917,56,110613.0,55306.5
NonResidential,Warehouse,2,GREATER DUWAMISH,47.58553,-122.32511,1.0,4,11.917596924889637,0,149881,14.698203657491831,4.562888793731485,2,0.0,1.0,0.7979196829484725,65,37470.25,74940.5
NonResidential,Warehouse,2,GREATER DUWAMISH,47.58042,-122.32552,1.0,3,11.494965139593235,0,98220,15.682391414239099,4.321347323862031,1,0.0,1.0,1.3176542455711668,65,32740.0,98220.0
NonResidential,Distribution Center,2,GREATER DUWAMISH,47.58096,-122.32313,1.0,1,11.34355961933649,0,84420,14.862238939270831,2.9887076586170265,3,0.0,1.0,0.5247571665482114,46,84420.0,28140.0
NonResidential,Distribution Center,2,GREATER DUWAMISH,47.57055,-122.3267,1.0,1,11.202793263680856,0,73335,15.46361479913978,5.04818795014884,2,0.0,1.0,1.0,55,73335.0,36667.5
NonResidential,Distribution Center,2,GREATER DUWAMISH,47.5794,-122.32848,1.0,2,10.948628738516264,0,56876,14.39868416851795,3.8815637979434374,3,0.0,1.0,0.850974048807933,88,28438.0,18958.666666666668
NonResidential,Warehouse,2,GREATER DUWAMISH,47.58241,-122.32866,1.0,2,11.021902468500418,0,61200,15.407220860763209,5.18526064425574,1,0.0,1.0,1.0,85,30600.0,61200.0
NonResidential,Distribution Center,2,GREATER DUWAMISH,47.58772,-122.32686,1.0,1,11.625432384148489,0,111908,14.25725632431729,3.5304697173662944,1,0.0,1.0,0.9748186009936733,29,111908.0,111908.0
NonResidential,Other,2,GREATER DUWAMISH,47.5908,-122.32828,3.0,2,11.061060334027747,0,63644,15.741004201338622,5.126935749792416,2,0.0,1.0,1.0323046948651875,30,31822.0,31822.0
NonResidential,Supermarket / Grocery Store,6,NORTHWEST,47.69197,-122.35877,1.0,1,11.86280738850136,35545,106345,16.64080901471649,5.682082047676862,2,0.2505109591937416,0.7494890408062583,1.189195855944746,46,106345.0,70945.0
NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.6633,-122.37549,1.0,4,11.43054335636426,21055,71037,15.387674756611112,3.5139306516493947,1,0.22863006558658733,0.7713699344134127,0.7609130000434349,15,17759.25,92092.0
NonResidential,Warehouse,7,MAGNOLIA / QUEEN ANNE,47.6592,-122.38437,0.0,3,10.937721307268031,0,56259,14.668465884666508,4.464758032271346,3,0.0,1.0,0.5613679589043531,42,18753.0,18753.0
NonResidential,Other,4,NORTHEAST,47.65529,-122.32133,1.0,6,11.873665136698662,0,143439,17.05933308996736,6.56625039983285,2,0.0,1.0,0.8335947685078674,10,23906.5,71719.5
NonResidential,Large Office,6,LAKE UNION,47.64912,-122.34823,1.0,4,12.219102388538925,88855,113768,15.998578174528777,4.124873767256924,3,0.43852376087610984,0.5614762391238902,0.5192204241374375,8,28442.0,67541.0
NonResidential,Small- and Mid-Sized Office,6,LAKE UNION,47.64932,-122.35187,1.0,2,11.253817891722433,25800,51374,15.516898283215767,3.6430972614588084,1,0.33430948246818876,0.6656905175318112,1.0,16,25687.0,77174.0
NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62817,-122.34212,1.0,5,11.612987970926754,0,110524,15.741101083246614,3.867443962030179,3,0.0,1.0,0.8937515833665086,18,22104.8,36841.333333333336
NonResidential,Mixed Use Property,3,LAKE UNION,47.6289,-122.32877,1.0,5,12.568017678124418,103650,183574,16.862075004605728,5.7507614758501955,4,0.36086817257610787,0.6391318274238922,0.3394563128429379,8,36714.8,71806.0
NonResidential,Laboratory,3,LAKE UNION,47.63079,-122.32693,1.0,4,11.659170693181492,18382,97366,17.41107850359901,7.051673788243146,1,0.15881051940422297,0.841189480595777,0.8411808411376438,17,24341.5,115748.0
NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62225,-122.35915,1.0,7,12.396176342766184,84689,157186,15.973717530408221,4.22038966907276,2,0.35013540051679587,0.6498645994832042,0.674240826873385,16,22455.14285714286,120937.5
NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.61949,-122.35639,1.0,5,11.541804424520604,18720,84210,15.373823372391335,4.174848701881061,2,0.1818711745846692,0.8181288254153308,0.8653939570581949,42,16842.0,51465.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61472,-122.35566,1.0,3,11.250170124042306,0,76893,16.302880837190248,5.561181506057179,3,0.0,1.0,1.1749444032616754,114,25631.0,25631.0
NonResidential,Large Office,7,DOWNTOWN,47.61732,-122.34791,1.0,8,11.918390573078392,23630,126370,16.05018376642296,4.78690823924363,2,0.15753333333333333,0.8424666666666667,0.84432,41,15796.25,75000.0
NonResidential,Large Office,7,DOWNTOWN,47.61628,-122.33391,1.0,7,12.522203681279063,0,274362,16.621325499727636,4.995995317356741,1,0.0,1.0,1.0,63,39194.57142857143,274362.0
NonResidential,Large Office,7,DOWNTOWN,47.61599,-122.34165,1.0,15,12.842654765593018,116280,261722,16.691952072317758,5.508699840559633,2,0.3076174200136507,0.6923825799863493,0.7149089158258422,33,17448.133333333335,189001.0
NonResidential,Large Office,7,DOWNTOWN,47.61481,-122.33969,1.0,11,12.037772330098473,0,169020,16.256159979288757,5.8482290790212295,5,0.0,1.0,0.925417110401136,53,15365.454545454546,33804.0
NonResidential,Other,7,DOWNTOWN,47.61438,-122.33871,1.0,33,12.97015580851366,0,429405,19.431125380129178,7.561027932699204,2,0.0,1.0,0.5100010479617144,35,13012.272727272728,214702.5
