BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),SiteEnergyUse(kBtu),TotalGHGEmissions,number_of_activities,ratio_parking,ratio_building,ratio_dominant_use,building_age,supericie_by_building,superficie_by_activity
NonResidential,K-12 School,3,EAST,47.61339,-122.32594,1.0,3,11.002099841204238,0,60000,15.103477253746059,4.800983649630345,1,0.0,1.0,0.81305,112,20000.0,60000.0
NonResidential,Other,3,EAST,47.61449,-122.32592,1.0,2,10.74849708240532,0,46560,13.445254792874781,2.851284369188118,1,0.0,1.0,1.0,62,23280.0,46560.0
NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.63303,-122.34268,1.0,3,10.322461010669084,0,30408,14.180538493332117,2.306577114263583,2,0.0,1.0,0.8221520652459879,36,10136.0,15204.0
NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.63439,-122.34078,1.0,3,10.312579409366641,0,30109,14.197908827029105,3.5272424885128144,2,0.0,1.0,0.9432395629213857,96,10036.333333333334,15054.5
SPS-District K-12,K-12 School,1,SOUTHWEST,47.55257,-122.38019,1.0,2,10.594858155916969,0,39929,14.410889440020071,3.853970073979529,1,0.0,1.0,1.0,52,19964.5,39929.0
NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.63985,-122.36712,1.0,2,10.145688355383795,0,25481,13.728972137294987,3.6529931755495273,1,0.0,1.0,1.0,56,12740.5,25481.0
NonResidential,Senior Care Community,2,SOUTHEAST,47.53515,-122.26556,1.0,1,11.858619337024724,0,141297,16.781986199618665,6.576372071259257,1,0.0,1.0,1.0,49,141297.0,141297.0
NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62298,-122.33082,1.0,2,10.232359551812772,0,27788,14.566835250962303,3.5832411220909393,2,0.0,1.0,1.173528141643875,104,13894.0,13894.0
NonResidential,Hotel,5,NORTHWEST,47.729,-122.34473,1.0,4,10.638352326447942,8584,33120,14.480206436527814,4.069368576151923,1,0.20583157490888165,0.7941684250911184,1.0,26,8280.0,41704.0
NonResidential,Warehouse,2,GREATER DUWAMISH,47.56683,-122.33358,1.0,2,10.013417611908324,0,22324,13.285937162845894,3.1059310658520665,1,0.0,1.0,0.9406916323239563,75,11162.0,22324.0
NonResidential,Other,2,GREATER DUWAMISH,47.5661,-122.33358,1.0,2,10.353288474464344,0,31360,14.360800360101859,3.680090948080857,1,0.0,1.0,1.0204081632653061,70,15680.0,31360.0
NonResidential,Mixed Use Property,2,GREATER DUWAMISH,47.56555,-122.33362,1.0,1,10.325350806453928,0,30496,14.504729156742355,3.8288587641673772,3,0.0,1.0,0.4703567681007345,69,30496.0,10165.333333333334
NonResidential,Small- and Mid-Sized Office,3,EAST,47.61545,-122.3238,1.0,3,10.225571051705241,0,27600,13.885177818666358,2.531313022602156,2,0.0,1.0,0.4773550724637681,94,9200.0,13800.0
NonResidential,Senior Care Community,6,Northwest,47.66312,-122.35311,1.0,2,10.932642576189016,0,55974,15.629548834588574,5.314239927091852,1,0.0,1.0,1.0004645013756386,55,27987.0,55974.0
SPS-District K-12,K-12 School,2,GREATER DUWAMISH,47.53074,-122.28491,1.0,2,10.876177521259402,0,52901,14.622139090748464,4.097672352314776,1,0.0,1.0,1.0,45,26450.5,52901.0
NonResidential,Senior Care Community,5,NORTH,47.70883,-122.28887,1.0,1,10.024952689817304,0,22583,14.499294035571253,4.2615524812060075,1,0.0,1.0,1.0,62,22583.0,22583.0
NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.66117,-122.3391,0.0,3,10.363630221934988,7358,24328,14.65087037115559,2.776954179749421,4,0.23221612068421385,0.7677838793157862,0.8182478066022849,19,8109.333333333333,7921.5
NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.6483,-122.33438,1.0,3,10.192194100034097,6034,20660,13.487243528868763,1.6134299337036377,2,0.22604330561174796,0.773956694388252,0.9333183486925901,35,6886.666666666667,13347.0
NonResidential,Warehouse,5,NORTHWEST,47.70833,-122.34429,1.0,1,10.288749953326773,0,29400,12.33494727474305,0.4637340162321402,1,0.0,1.0,0.8503401360544217,44,29400.0,29400.0
NonResidential,Hotel,2,GREATER DUWAMISH,47.54774,-122.32091,1.0,3,10.01913497606209,0,22452,14.033963123790361,3.734808386002336,1,0.0,1.0,1.0,24,7484.0,22452.0
NonResidential,Other,4,NORTHEAST,47.66148,-122.31279,1.0,2,10.156849882434335,0,25767,14.273791209583997,2.3997118037247684,1,0.0,1.0,0.6766018550859627,104,12883.5,25767.0
NonResidential,Retail Store,4,NORTHEAST,47.66188,-122.31279,1.0,4,10.431465235119685,0,33910,14.415903127969314,3.6430972614588084,2,0.0,1.0,0.4301091123562371,63,8477.5,16955.0
NonResidential,Worship Facility,4,NORTHEAST,47.6645,-122.31224,1.0,2,11.269591961359195,0,78401,14.716650392451003,4.470609692592396,4,0.0,1.0,0.7959082154564355,89,39200.5,19600.25
NonResidential,Warehouse,4,LAKE UNION,47.64748,-122.33435,1.0,2,11.273601717426981,0,78716,15.227424114459211,3.873905683315018,4,0.0,1.0,0.5243533716144113,37,39358.0,19679.0
NonResidential,K-12 School,4,LAKE UNION,47.66389,-122.33692,1.0,2,10.413312675968536,0,33300,14.28221727398439,4.237000862623624,1,0.0,1.0,0.9231231231231232,106,16650.0,33300.0
NonResidential,Supermarket / Grocery Store,4,LAKE UNION,47.66185,-122.33594,1.0,1,10.268408405328712,0,28808,16.038248657464848,5.423759882238551,1,0.0,1.0,1.082129963898917,59,28808.0,28808.0
NonResidential,Small- and Mid-Sized Office,4,NORTHEAST,47.66345,-122.3134,1.0,1,10.238744765600796,7004,20962,13.91127495277916,2.0373166153791646,2,0.25044697132231997,0.74955302867768,0.74955302867768,59,20962.0,13983.0
NonResidential,Supermarket / Grocery Store,4,NORTHEAST,47.66429,-122.31389,1.0,1,10.17450656409137,0,26226,15.842086583120702,5.051009188234529,2,0.0,1.0,0.984824220239457,66,26226.0,13113.0
NonResidential,Mixed Use Property,4,NORTHEAST,47.6616,-122.31393,1.0,2,10.461616521417985,15755,19193,13.963764277706176,2.0906287310704004,2,0.4508126359162184,0.5491873640837817,0.5489012246766625,40,9596.5,17474.0
NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.6342,-122.32661,1.0,3,10.535796025864991,9999,27640,15.639708901343264,3.766071949943842,2,0.265655304338585,0.734344695661415,0.5428943383192965,18,9213.333333333334,18819.5
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60102,-122.33378,1.0,4,10.036268663769947,0,22840,13.689251160175786,1.814824742159051,2,0.0,1.0,0.8056042031523643,116,5710.0,11420.0
NonResidential,Other,7,DOWNTOWN,47.60135,-122.33327,1.0,1,9.97208034400174,0,21420,13.605575483135986,2.2741856184723477,5,0.0,1.0,0.4864612511671335,116,21420.0,4284.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.6011,-122.33197,1.0,1,9.946547041996576,0,20880,13.43465122940831,1.5602476682433286,1,0.0,1.0,1.0,116,20880.0,20880.0
NonResidential,Mixed Use Property,7,DOWNTOWN,47.59938,-122.33197,1.0,3,10.165851817003619,0,26000,13.87663940557869,2.924236271848921,2,0.0,1.0,0.5,50,8666.666666666666,13000.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.59954,-122.33201,1.0,3,10.562948675441266,0,38675,14.477567790927669,3.782142084573626,2,0.0,1.0,0.31286360698125404,116,12891.666666666666,19337.5
Nonresidential COS,Small- and Mid-Sized Office,7,DOWNTOWN,47.59986,-122.33195,1.0,4,10.818797803896322,0,49951,15.45148250847491,5.222138019809219,2,0.0,1.0,0.6414085804088007,87,12487.75,24975.5
NonResidential,Medical Office,2,SOUTHEAST,47.5195,-122.26935,1.0,2,10.161225748614838,0,25880,14.47908924248569,2.9861868607104594,1,0.0,1.0,1.0,6,12940.0,25880.0
NonResidential,Worship Facility,4,NORTHEAST,47.66517,-122.31037,1.0,3,10.621644368600101,0,41013,13.893231495491179,3.6224725219163374,2,0.0,1.0,0.7826298978372711,89,13671.0,20506.5
NonResidential,Other,4,NORTHEAST,47.66453,-122.30999,1.0,2,9.955842782870056,0,21075,14.273591360703238,3.986759351542163,2,0.0,1.0,0.8576512455516014,12,10537.5,10537.5
NonResidential,Worship Facility,4,NORTHEAST,47.67842,-122.31949,1.0,3,10.746884958889959,0,46485,14.250531717501138,3.8507856959569566,1,0.0,1.0,1.3751102506184791,66,15495.0,46485.0
NonResidential,Small- and Mid-Sized Office,6,NORTHWEST,47.67819,-122.3231,1.0,4,10.948980318873577,0,56896,14.153444939416278,3.3484995926617063,2,0.0,1.0,0.7165354330708661,51,14224.0,28448.0
NonResidential,Worship Facility,6,NORTHWEST,47.67783,-122.32577,1.0,2,10.221941283654663,0,27500,13.265810910941115,2.6939512767227085,1,0.0,1.0,1.0,38,13750.0,27500.0
NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59856,-122.33248,1.0,2,10.50862285577286,0,36630,13.202916685468526,1.3297240096314962,2,0.0,1.0,0.6006006006006006,86,18315.0,18315.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.59954,-122.33115,0.0,3,10.19727594341967,0,26830,14.557155836236872,4.109725664260403,2,0.0,1.0,0.6275810659709281,116,8943.333333333334,13415.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.59971,-122.33065,1.0,5,10.643518318994923,0,41920,13.914083364155562,2.0399207835175526,1,0.0,1.0,1.0,110,8384.0,41920.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60048,-122.33157,1.0,5,10.515397562335451,0,36879,14.245713968675917,3.293612170982218,1,0.0,1.0,1.1930909189511647,111,7375.8,36879.0
NonResidential,Other,7,DOWNTOWN,47.60055,-122.33057,1.0,6,10.30293458831873,0,29820,14.286735706476485,3.575710756008298,1,0.0,1.0,1.0,112,4970.0,29820.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60026,-122.3299,0.0,2,10.423471114086885,0,33640,13.891114892152558,2.017566137961748,1,0.0,1.0,0.8121878715814507,111,16820.0,33640.0
NonResidential,Warehouse,7,DOWNTOWN,47.59986,-122.32987,1.0,4,10.68014833332389,0,43484,14.264699526105328,2.390595970316759,3,0.0,1.0,0.6074878116088677,110,10871.0,14494.666666666666
NonResidential,Mixed Use Property,2,DOWNTOWN,47.599,-122.32717,1.0,3,10.020381304007627,0,22480,13.796337040237164,1.922787731634459,3,0.0,1.0,0.4804270462633452,116,7493.333333333333,7493.333333333333
NonResidential,Hotel,2,DOWNTOWN,47.5985,-122.32677,1.0,4,10.404808146287813,0,33018,15.396051238271056,5.157156946759023,2,0.0,1.0,0.7024350354352171,91,8254.5,16509.0
NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.5962,-122.32548,1.0,2,10.18527729928307,0,26510,13.802489842676335,2.414126467726953,1,0.0,1.0,1.161825726141079,46,13255.0,26510.0
NonResidential,Warehouse,4,LAKE UNION,47.65429,-122.32618,1.0,1,10.597334488210347,0,40028,13.756201207517853,1.9110228900548727,3,0.0,1.0,0.8299690216848207,78,40028.0,13342.666666666666
NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.65373,-122.32721,1.0,3,10.7034691620099,18228,26282,14.598521865467239,2.7245795030534206,2,0.40952594922489327,0.5904740507751067,0.5904740507751067,9,8760.666666666666,22255.0
NonResidential,Worship Facility,5,NORTH,47.71705,-122.28577,1.0,1,9.981559087956283,0,21624,13.410076699367838,3.0426158594528414,1,0.0,1.0,1.0,62,21624.0,21624.0
SPS-District K-12,K-12 School,6,NORTHWEST,47.6763,-122.3285,1.0,1,10.65109924385748,0,42239,14.57893142275356,4.286203823496544,1,0.0,1.0,1.1553067070716636,46,42239.0,42239.0
SPS-District K-12,K-12 School,6,Northwest,47.66828,-122.3266,1.0,3,10.846614938363842,0,51360,14.154190890660313,3.4085039568445934,1,0.0,1.0,0.9934968847352025,91,17120.0,51360.0
NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59819,-122.32599,0.0,3,9.980448593672257,0,21600,14.246758172317765,3.4787755163075302,2,0.0,1.0,0.5370370370370371,23,7200.0,10800.0
NonResidential,Hotel,2,DOWNTOWN,47.59983,-122.32598,1.0,5,10.610340380152186,0,40552,13.997982832566397,3.9749978045895347,1,0.0,1.0,1.0,106,8110.4,40552.0
SPS-District K-12,K-12 School,4,LAKE UNION,47.65753,-122.32405,1.0,2,11.019481239035013,0,61052,14.677104103515164,3.8666071418976635,1,0.0,1.0,1.0,16,30526.0,61052.0
NonResidential,Other,3,CENTRAL,47.60285,-122.31458,1.0,3,10.160607319405269,0,25864,13.84339544834626,3.544142657647253,2,0.0,1.0,0.5167027528611197,108,8621.333333333334,12932.0
NonResidential,Other,4,NORTHEAST,47.66192,-122.30998,1.0,3,9.93721242193775,0,20686,14.004065977132777,3.754433084853375,1,0.0,1.0,1.0,92,6895.333333333333,20686.0
NonResidential,Residence Hall,4,NORTHEAST,47.6617,-122.31007,1.0,3,10.004418271114568,0,22124,13.365599709994411,1.4929040961781488,1,0.0,1.0,1.0,87,7374.666666666667,22124.0
NonResidential,Residence Hall,4,NORTHEAST,47.66289,-122.30863,1.0,3,10.221468444611173,0,27487,14.282073822812336,4.188896879163323,1,0.0,1.0,1.0,90,9162.333333333334,27487.0
NonResidential,Residence Hall,4,NORTHEAST,47.66164,-122.30874,1.0,4,10.0696797274002,0,23616,14.320169355886717,3.9824814690767076,1,0.0,1.0,1.0,90,5904.0,23616.0
NonResidential,Residence Hall,4,NORTHEAST,47.66238,-122.30801,1.0,3,10.417747273036401,0,33448,13.81414312345171,1.9401794743463283,1,0.0,1.0,1.0,40,11149.333333333334,33448.0
Nonresidential COS,Mixed Use Property,2,EAST,47.60153,-122.31986,0.0,2,10.292416692004194,7120,22388,14.611945106696071,4.397407736712184,6,0.2412904974922055,0.7587095025077945,0.37528805747593874,11,11194.0,4918.0
NonResidential,Senior Care Community,3,CENTRAL,47.60133,-122.31088,1.0,2,11.223107780388025,0,74840,15.927963248779077,5.519298581697563,1,0.0,1.0,1.0,29,37420.0,74840.0
Nonresidential COS,Other,3,CENTRAL,47.60133,-122.31088,1.0,3,9.951896691743816,0,20992,14.721064657931596,4.651481088851342,3,0.0,1.0,1.171875,103,6997.333333333333,6997.333333333333
NonResidential,K-12 School,3,CENTRAL,47.6032,-122.30596,1.0,2,10.014313107625012,0,22344,14.235927823345207,4.011506283913096,1,0.0,1.0,1.0,91,11172.0,22344.0
NonResidential,University,3,EAST,47.62531,-122.32303,1.0,3,10.370361288772935,0,31900,14.718148513384643,4.566429357671661,1,0.0,1.0,0.8150470219435737,95,10633.333333333334,31900.0
Nonresidential COS,Other,6,BALLARD,47.68475,-122.38257,1.0,2,10.289328017507993,0,29417,14.304997599959705,4.029806041084529,4,0.0,1.0,0.6285141244858415,66,14708.5,7354.25
NonResidential,Supermarket / Grocery Store,1,SOUTHWEST,47.58217,-122.38479,1.0,1,10.368510046500305,0,31841,16.391215253476084,6.001934544891096,2,0.0,1.0,0.9704155020256902,19,31841.0,15920.5
NonResidential,Mixed Use Property,3,EAST,47.627,-122.29153,1.0,2,9.953990534709234,0,21036,14.821938659152295,4.36131359307634,5,0.0,1.0,0.5239113899980985,28,10518.0,4207.2
NonResidential,Mixed Use Property,4,NORTHEAST,47.66272,-122.31798,1.0,2,10.402078638633776,0,32928,15.547560892439702,3.673765816303888,4,0.0,1.0,0.7376093294460642,17,16464.0,8232.0
NonResidential,Worship Facility,4,NORTHEAST,47.66146,-122.2788,1.0,2,9.905435653754145,0,20039,11.559067334071278,-0.31471074483970024,1,0.0,1.0,1.0,62,10019.5,20039.0
SPS-District K-12,K-12 School,4,NORTHEAST,47.6622,-122.27796,1.0,2,10.914051563182127,0,54943,14.583482355612322,4.427955566562281,1,0.0,1.0,1.0419343683453761,88,27471.5,54943.0
NonResidential,Warehouse,2,GREATER DUWAMISH,47.54761,-122.32759,1.0,1,10.70270499682314,0,44476,14.128948458080716,3.391147045808654,1,0.0,1.0,0.9276014030038673,56,44476.0,44476.0
NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.54494,-122.32543,1.0,1,10.463588936836263,0,35017,14.074395893354067,3.2980566227426418,3,0.0,1.0,0.5650112802353143,47,35017.0,11672.333333333334
NonResidential,Residence Hall,4,NORTHEAST,47.66281,-122.30819,1.0,3,10.277943473769948,0,29084,14.305622297865906,4.108083088332614,1,0.0,1.0,0.8939623160500619,66,9694.666666666666,29084.0
NonResidential,Worship Facility,3,SOUTHEAST,47.58671,-122.30201,1.0,2,10.0411603576612,0,22952,13.06190545263067,2.9590682891823996,2,0.0,1.0,1.0004356918787034,53,11476.0,11476.0
NonResidential,Warehouse,2,GREATER DUWAMISH,47.54443,-122.32688,1.0,1,9.954180666851647,0,21040,13.29141076258492,2.9517803860248084,1,0.0,1.0,1.0,40,21040.0,21040.0
NonResidential,Warehouse,2,GREATER DUWAMISH,47.54491,-122.32758,1.0,2,10.241101993736118,0,28032,14.093948787441544,3.8418151103846494,1,0.0,1.0,1.0702054794520548,65,14016.0,28032.0
NonResidential,Distribution Center,2,GREATER DUWAMISH,47.54333,-122.32792,1.0,1,10.151128575450725,0,25620,13.218262815380132,3.0184717605234805,1,0.0,1.0,1.0,42,25620.0,25620.0
NonResidential,Warehouse,2,DOWNTOWN,47.59775,-122.32219,1.0,3,10.411449078687468,0,33238,14.30560598837767,2.431857428698185,1,0.0,1.0,1.0,24,11079.333333333334,33238.0
NonResidential,K-12 School,3,EAST,47.60745,-122.32542,1.0,4,10.232791299678729,0,27800,13.98223506909328,3.6470152500152375,1,0.0,1.0,0.39902877697841727,104,6950.0,27800.0
NonResidential,Large Office,7,DOWNTOWN,47.60331,-122.33389,1.0,6,13.467619777192049,0,706176,16.401068175880155,4.527424837363238,3,0.0,1.0,0.31551199700924415,16,117696.0,235392.0
NonResidential,Supermarket / Grocery Store,1,SOUTHWEST,47.54427,-122.38609,1.0,1,10.425431142035965,0,33706,15.977417639119626,5.329476828797139,1,0.0,1.0,0.9418501157064024,18,33706.0,33706.0
NonResidential,Mixed Use Property,7,MAGNOLIA / QUEEN ANNE,47.65532,-122.37133,1.0,2,10.534759329377986,0,37600,14.591044542809163,4.538496052720099,3,0.0,1.0,0.48936170212765956,55,18800.0,12533.333333333334
SPS-District K-12,K-12 School,5,NORTHWEST,47.70597,-122.36113,1.0,1,10.64846788173609,0,42128,14.351598875695805,3.902982260775997,1,0.0,1.0,1.0,62,42128.0,42128.0
SPS-District K-12,K-12 School,6,BALLARD,47.68644,-122.38905,1.0,2,10.708913760562126,0,44753,14.309408691762727,4.114963849424837,1,0.0,1.0,1.0400420083569817,84,22376.5,44753.0
NonResidential,Other,3,EAST,47.61314,-122.32262,1.0,3,10.425490476892245,0,33708,13.575124200215058,2.976039640208255,1,0.0,1.0,1.0,104,11236.0,33708.0
NonResidential,Other,5,North,47.73368,-122.31366,1.0,2,10.762932762790928,0,47237,15.604170227774471,3.730501128804756,1,0.0,1.0,1.0089760145648539,68,23618.5,47237.0
SPS-District K-12,K-12 School,6,BALLARD,47.67363,-122.39152,1.0,2,10.95602099807971,0,57298,14.27697076463459,2.403334996094189,1,0.0,1.0,1.0625501762714231,27,28649.0,57298.0
NonResidential,Supermarket / Grocery Store,4,NORTHEAST,47.68217,-122.31675,1.0,1,11.246156514098654,38585,38000,16.447836712536965,5.897895350911818,2,0.5038192857609193,0.4961807142390808,0.5411895279754522,19,38000.0,38292.5
NonResidential,Worship Facility,4,NORTHEAST,47.66295,-122.31494,1.0,3,10.180096038519288,0,26373,13.779091356908811,3.6423118182976015,1,0.0,1.0,1.0,78,8791.0,26373.0
NonResidential,Small- and Mid-Sized Office,3,CENTRAL,47.60207,-122.28481,6.0,2,11.236750267104213,0,75868,15.09804028211205,3.2244602031621015,4,0.0,1.0,0.6640349027257869,60,37934.0,18967.0
NonResidential,Mixed Use Property,3,EAST,47.62164,-122.31238,1.0,2,9.983037831294137,0,21656,14.290484471109451,3.949126093379648,5,0.0,1.0,0.2611747321758404,69,10828.0,4331.2
Nonresidential COS,Distribution Center,7,MAGNOLIA / QUEEN ANNE,47.63319,-122.36294,1.0,3,10.044987114809828,0,23040,12.951408969085453,1.0784095813505903,1,0.0,1.0,1.0,95,7680.0,23040.0
NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.63286,-122.36141,1.0,2,10.512464770009275,0,36771,15.510589600695315,3.636796374243711,1,0.0,1.0,0.9479209159391913,60,18385.5,36771.0
NonResidential,Warehouse,1,GREATER DUWAMISH,47.53104,-122.32784,1.0,1,10.086808609663166,0,24024,12.8367420968615,0.9631743177730056,2,0.0,1.0,0.5958208458208458,39,24024.0,12012.0
NonResidential,Warehouse,1,GREATER DUWAMISH,47.53326,-122.32579,1.0,1,10.655375228118674,0,42420,13.780323892089855,3.380654480430826,3,0.0,1.0,0.6463932107496464,63,42420.0,14140.0
NonResidential,Distribution Center,1,GREATER DUWAMISH,47.53379,-122.33063,1.0,1,10.518186586766932,0,36982,12.83402458936206,1.9286186519452522,2,0.0,1.0,0.9296955275539451,37,36982.0,18491.0
NonResidential,Warehouse,1,GREATER DUWAMISH,47.53651,-122.32954,1.0,2,10.060491301345794,0,23400,12.992862494324028,1.1184149159642893,3,0.0,1.0,0.8547863247863248,52,11700.0,7800.0
NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.62518,-122.35317,1.0,2,10.332669187261608,0,30720,14.336126648320674,4.206928922969246,3,0.0,1.0,0.9153645833333334,68,15360.0,10240.0
NonResidential,Warehouse,2,GREATER DUWAMISH,47.56626,-122.3244,1.0,1,10.053285917624523,0,23232,11.754882919660057,-0.11653381625595151,1,0.0,1.0,1.0,44,23232.0,23232.0
NonResidential,Warehouse,2,GREATER DUWAMISH,47.56501,-122.3248,1.0,1,10.464416763268364,0,35046,13.87685880025719,2.8707357833793057,1,0.0,1.0,0.928665182902471,42,35046.0,35046.0
NonResidential,Refrigerated Warehouse,2,GREATER DUWAMISH,47.56477,-122.32628,1.0,1,10.149448789130783,0,25577,13.705455358949939,2.6525374911719513,3,0.0,1.0,0.5219142198068577,55,25577.0,8525.666666666666
NonResidential,Warehouse,2,GREATER DUWAMISH,47.56448,-122.32484,1.0,1,10.677753784380865,0,43380,12.911795420791899,1.0367368849500223,1,0.0,1.0,0.9876440756108806,42,43380.0,43380.0
NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.65576,-122.34208,1.0,3,9.92378025580389,0,20410,14.816230026347997,4.354655437877749,1,0.0,1.0,1.0,21,6803.333333333333,20410.0
NonResidential,Small- and Mid-Sized Office,5,NORTHWEST,47.70349,-122.33424,1.0,3,10.114396566181995,6300,18396,13.344106949204372,1.4701758451005926,2,0.25510204081632654,0.7448979591836735,0.7448979591836735,33,6132.0,12348.0
SPS-District K-12,K-12 School,5,NORTHWEST,47.71487,-122.32959,1.0,1,10.718276979078178,0,45174,14.499024108765965,4.232511029605105,1,0.0,1.0,1.0,60,45174.0,45174.0
NonResidential,Worship Facility,5,NORTHWEST,47.71479,-122.32824,1.0,1,10.12482948190371,0,24955,13.444161328562112,3.0851158346886765,1,0.0,1.0,1.0,14,24955.0,24955.0
NonResidential,Other,3,Central,47.62342,-122.29688,1.0,3,10.436289909105488,0,34074,15.958160322264348,5.657144991804844,1,0.0,1.0,1.0,25,11358.0,34074.0
NonResidential,Hotel,7,DOWNTOWN,47.60505,-122.3361,0.0,10,12.880424291505793,22225,370327,16.675283350614652,6.048718789689543,2,0.05661670301004708,0.9433832969899529,0.505410748130184,10,37032.7,196276.0
NonResidential,Worship Facility,5,North,47.71856,-122.32084,1.0,2,11.244719169019104,0,76475,14.384122119469234,4.20960590255719,2,0.0,1.0,0.5942072572736188,55,38237.5,38237.5
NonResidential,K-12 School,5,North,47.71923,-122.32171,1.0,2,10.403080323368991,0,32961,14.268593715011693,4.142181891636261,1,0.0,1.0,1.0,28,16480.5,32961.0
Nonresidential COS,Other,6,NORTHWEST,47.6875,-122.35496,1.0,1,10.217421996131975,14570,12806,13.895171769800603,3.283539338193923,2,0.532218001168907,0.46778199883109295,0.46778199883109295,12,12806.0,13688.0
Campus,K-12 School,3,CENTRAL,47.62291,-122.28879,1.0,1,11.606361161755743,0,109794,15.008379820494838,4.747884288187267,1,0.0,1.0,1.0,66,109794.0,109794.0
NonResidential,Other,3,Central,47.61796,-122.30847,1.0,3,10.134599273499514,0,25200,14.032769830819024,3.9706692008608795,1,0.0,1.0,1.0,105,8400.0,25200.0
NonResidential,Supermarket / Grocery Store,5,North,47.70941,-122.31707,1.0,1,10.708958449305038,0,44755,16.2596941666693,5.824760401209104,1,0.0,1.0,1.0496704278851525,20,44755.0,44755.0
NonResidential,Other,3,EAST,47.61340332,-122.3203506,1.0,2,10.013238416495247,0,22320,12.253170456095786,1.5686159179138452,4,0.0,1.0,1.0,109,11160.0,5580.0
NonResidential,Mixed Use Property,3,EAST,47.6139,-122.32034,1.0,3,10.085809109330082,0,24000,13.745177681929258,2.2071749081893874,3,0.0,1.0,0.5,104,8000.0,8000.0
NonResidential,Small- and Mid-Sized Office,3,EAST,47.61393,-122.31589,1.0,3,10.061431030602083,0,23422,14.809455424063374,4.85257698943798,1,0.0,1.0,1.0,96,7807.333333333333,23422.0
NonResidential,Other,3,EAST,47.61674,-122.31111,5.0,2,10.568209538078998,11328,27551,15.03091568850497,3.3600281046240843,1,0.2913655186604594,0.7086344813395407,1.0,41,13775.5,38879.0
NonResidential,Warehouse,3,EAST,47.61481,-122.31536,1.0,2,10.044987114809828,0,23040,11.286172869885236,-0.13926206733350766,1,0.0,1.0,1.0,96,11520.0,23040.0
NonResidential,Warehouse,3,EAST,47.61469,-122.31596,1.0,2,11.032952304687003,0,61880,13.29788939674715,1.423108334242607,1,0.0,1.0,1.0,58,30940.0,61880.0
NonResidential,Small- and Mid-Sized Office,3,EAST,47.61556,-122.32048,1.0,2,10.237743048287497,0,27938,13.84253636166808,1.9892432737616872,2,0.0,1.0,0.49813873577206674,91,13969.0,13969.0
NonResidential,Other,4,NORTHEAST,47.66386,-122.31715,1.0,2,9.980448593672257,0,21600,14.30019157049989,2.4265710727750367,2,0.0,1.0,1.5083333333333333,92,10800.0,10800.0
Nonresidential COS,Other,4,NORTHEAST,47.66506,-122.31656,1.0,3,10.236668665059128,0,27908,14.522622587040955,4.146620706787472,1,0.0,1.0,0.7842195786154508,87,9302.666666666666,27908.0
Campus,K-12 School,3,CENTRAL,47.62291,-122.28879,1.0,2,10.327512686165203,0,30562,14.299313151449716,4.020518601581445,1,0.0,1.0,1.0,16,15281.0,30562.0
NonResidential,Retail Store,2,DOWNTOWN,47.59951,-122.32033,1.0,3,10.914524668948285,0,54969,15.13033529995266,3.671478939433769,1,0.0,1.0,1.0,16,18323.0,54969.0
NonResidential,K-12 School,3,CENTRAL,47.61395,-122.31253,1.0,2,10.513932241330831,0,36825,14.378020867014405,3.9345669698630408,4,0.0,1.0,1.2040733197556008,65,18412.5,9206.25
NonResidential,Small- and Mid-Sized Office,3,EAST,47.61546,-122.31195,1.0,3,10.159446732791961,0,25834,14.546093024616148,3.98935434836447,1,0.0,1.0,1.2317875667724705,58,8611.333333333334,25834.0
NonResidential,Worship Facility,3,EAST,47.63193,-122.32126,1.0,1,10.537415373436103,0,37700,15.06303913662692,5.0121674530743325,1,0.0,1.0,1.3852785145888593,87,37700.0,37700.0
